ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores
Nestlé yogurt 150g,Nestlé,Dairy,267,2025-06-13,2025-06-16,3,21.8,1.0,donate,Bangalore,False,False,True,Bangalore_170,South,Not Recorded,9.7,22.53142552129391
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_171,South,Not Recorded,2.5,3.7025333960638185
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_258,North,Not Recorded,11.6,14.878317076043372
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_100,West,False,8.3,13.54032802652621
Mutton mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,4,1.7,1.0,donate,Delhi,True,True,True,Delhi_226,North,True,11.7,1.9994704577753035
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_227,North,True,4.3,2.338317483590292
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_197,South,Not Recorded,3.0,14.466216218567787
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_101,West,False,3.8,5.266013226358782
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_172,South,Not Recorded,9.8,17.039634768834066
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_259,North,Not Recorded,14.1,12.335016945990317
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_102,West,False,9.1,25.56415330993607
Lays chips 100g,Pepsico,Snacks,165,2025-06-21,2025-06-24,3,13.4,1.0,donate,Chennai,True,True,False,Chennai_198,South,Not Recorded,14.5,12.87973731450738
Fish fillet 300g,Freshcatch,Meat,206,2025-06-18,2025-06-29,11,17.1,1.0,donate,Bangalore,True,False,True,Bangalore_173,South,Not Recorded,10.4,16.093955772562914
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_260,North,Not Recorded,13.7,23.10319440055141
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_199,South,Not Recorded,5.1,12.389840242059408
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_103,West,False,11.9,27.1227373849636
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_228,North,True,9.4,3.3169780461904232
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_229,North,True,10.9,24.061869137558315
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_200,South,Not Recorded,9.4,4.772054046836002
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_104,West,False,8.2,19.03784744741816
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_261,North,Not Recorded,6.5,11.86793753055304
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_105,West,False,9.4,15.755799829875484
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_262,North,Not Recorded,6.2,14.798117959561363
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_174,South,Not Recorded,7.6,17.61908611807344
Mutton mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,12,8.9,1.0,donate,Delhi,False,False,True,Delhi_230,North,True,14.6,10.02817951268888
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_263,North,Not Recorded,7.3,24.085895398837483
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_264,North,Not Recorded,14.5,17.348187003496214
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_106,West,False,10.3,25.24555262707244
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_265,North,Not Recorded,10.3,2.826396302857047
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_201,South,Not Recorded,5.5,13.363139786072711
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_175,South,Not Recorded,10.6,23.220521972388628
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_266,North,Not Recorded,14.3,25.681618661960293
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_231,North,True,3.5,20.65317201988212
Brown bun pack,Harvest gold,Bakery,90,2025-06-26,2025-07-08,12,22.4,0.08,none,Chennai,False,True,False,Chennai_202,South,Not Recorded,4.9,22.38972858219116
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_267,North,Not Recorded,9.4,14.455924608709957
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_107,West,False,5.4,16.60672753383782
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_203,South,Not Recorded,10.2,10.558141547331662
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_108,West,False,14.3,25.78339231658847
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_176,South,Not Recorded,5.8,2.9900170244378423
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_204,South,Not Recorded,7.7,14.498749233806484
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_205,South,Not Recorded,6.7,10.687148044789929
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_268,North,Not Recorded,8.0,6.255189906190623
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_269,North,Not Recorded,6.4,9.798090273210336
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_232,North,True,4.5,2.45134834160596
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_109,West,False,5.9,23.308596799396067
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_206,South,Not Recorded,9.3,13.303781076200666
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_270,North,Not Recorded,5.2,8.7426952225948
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_110,West,False,7.0,20.99262238883111
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_271,North,Not Recorded,13.1,11.079897994309633
